cod_article;name;reference;description;price;brand;category;collection;color;size;stock;sku;materials
;T-shirt Logo Psyché;SS26/30 L;T-shirt jaune, motif BISOUS psyché répété au dos en lettrage bubble.;65;Bisous Skateboards;tee shirt;SS26;Jaune;L;2;SS26-30-L;100% coton
;T-shirt Logo Psyché;SS26/30 M;T-shirt jaune, motif BISOUS psyché répété au dos en lettrage bubble.;65;Bisous Skateboards;tee shirt;SS26;Jaune;M;2;SS26-30-M;100% coton
;T-shirt Logo Psyché;SS26/30 S;T-shirt jaune, motif BISOUS psyché répété au dos en lettrage bubble.;65;Bisous Skateboards;tee shirt;SS26;Jaune;S;2;SS26-30-S;100% coton
;T-shirt Logo Psyché;SS26/30 XL;T-shirt jaune, motif BISOUS psyché répété au dos en lettrage bubble.;65;Bisous Skateboards;tee shirt;SS26;Jaune;XL;2;SS26-30-XL;100% coton
;T-shirt Logo Psyché;SS26/30 XS;T-shirt jaune, motif BISOUS psyché répété au dos en lettrage bubble.;65;Bisous Skateboards;tee shirt;SS26;Jaune;XS;2;SS26-30-XS;100% coton
;T-shirt Logo Central;SS26/34 L;T-shirt blanc, grand logo BISOUS rose effet grainé centré sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;L;2;SS26-34-L;100% coton
;T-shirt Logo Central;SS26/34 M;T-shirt blanc, grand logo BISOUS rose effet grainé centré sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;M;2;SS26-34-M;100% coton
;T-shirt Logo Central;SS26/34 S;T-shirt blanc, grand logo BISOUS rose effet grainé centré sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;S;2;SS26-34-S;100% coton
;T-shirt Logo Central;SS26/34 XL;T-shirt blanc, grand logo BISOUS rose effet grainé centré sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;XL;2;SS26-34-XL;100% coton
;T-shirt Logo Central;SS26/34 XS;T-shirt blanc, grand logo BISOUS rose effet grainé centré sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;XS;2;SS26-34-XS;100% coton
;T-shirt Écusson Peace;SS26/37 L;T-shirt blanc, écusson Bisous Skateboards violet et symbole peace rose.;65;Bisous Skateboards;tee shirt;SS26;Blanc;L;2;SS26-37-L;100% coton
;T-shirt Écusson Peace;SS26/37 M;T-shirt blanc, écusson Bisous Skateboards violet et symbole peace rose.;65;Bisous Skateboards;tee shirt;SS26;Blanc;M;2;SS26-37-M;100% coton
;T-shirt Écusson Peace;SS26/37 S;T-shirt blanc, écusson Bisous Skateboards violet et symbole peace rose.;65;Bisous Skateboards;tee shirt;SS26;Blanc;S;2;SS26-37-S;100% coton
;T-shirt Écusson Peace;SS26/37 XL;T-shirt blanc, écusson Bisous Skateboards violet et symbole peace rose.;65;Bisous Skateboards;tee shirt;SS26;Blanc;XL;2;SS26-37-XL;100% coton
;T-shirt Écusson Peace;SS26/37 XS;T-shirt blanc, écusson Bisous Skateboards violet et symbole peace rose.;65;Bisous Skateboards;tee shirt;SS26;Blanc;XS;2;SS26-37-XS;100% coton
;T-shirt Écusson Peace;SS26/38 L;T-shirt noir, écusson Bisous Skateboards et symbole peace rose sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Noir;L;2;SS26-38-L;100% coton
;T-shirt Écusson Peace;SS26/38 M;T-shirt noir, écusson Bisous Skateboards et symbole peace rose sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Noir;M;2;SS26-38-M;100% coton
;T-shirt Écusson Peace;SS26/38 S;T-shirt noir, écusson Bisous Skateboards et symbole peace rose sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Noir;S;2;SS26-38-S;100% coton
;T-shirt Écusson Peace;SS26/38 XL;T-shirt noir, écusson Bisous Skateboards et symbole peace rose sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Noir;XL;2;SS26-38-XL;100% coton
;T-shirt Écusson Peace;SS26/38 XS;T-shirt noir, écusson Bisous Skateboards et symbole peace rose sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Noir;XS;2;SS26-38-XS;100% coton
;T-shirt Logo Triple;SS26/4 L;T-shirt bleu poudré, triple logo Bisous bordeaux sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Bleu Poudré;L;2;SS26-4-L;100% coton
;T-shirt Logo Triple;SS26/4 M;T-shirt bleu poudré, triple logo Bisous bordeaux sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Bleu Poudré;M;2;SS26-4-M;100% coton
;T-shirt Logo Triple;SS26/4 S;T-shirt bleu poudré, triple logo Bisous bordeaux sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Bleu Poudré;S;2;SS26-4-S;100% coton
;T-shirt Logo Triple;SS26/4 XL;T-shirt bleu poudré, triple logo Bisous bordeaux sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Bleu Poudré;XL;2;SS26-4-XL;100% coton
;T-shirt Logo Triple;SS26/4 XS;T-shirt bleu poudré, triple logo Bisous bordeaux sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Bleu Poudré;XS;2;SS26-4-XS;100% coton
;T-shirt Logo Triple;SS26/8 L;T-shirt blanc, triple logo Bisous rose script empilé sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;L;2;SS26-8-L;100% coton
;T-shirt Logo Triple;SS26/8 M;T-shirt blanc, triple logo Bisous rose script empilé sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;M;2;SS26-8-M;100% coton
;T-shirt Logo Triple;SS26/8 S;T-shirt blanc, triple logo Bisous rose script empilé sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;S;2;SS26-8-S;100% coton
;T-shirt Logo Triple;SS26/8 XL;T-shirt blanc, triple logo Bisous rose script empilé sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;XL;2;SS26-8-XL;100% coton
;T-shirt Logo Triple;SS26/8 XS;T-shirt blanc, triple logo Bisous rose script empilé sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;XS;2;SS26-8-XS;100% coton
;T-shirt Logo Triple;SS26/8 XXL;T-shirt blanc, triple logo Bisous rose script empilé sur la poitrine.;65;Bisous Skateboards;tee shirt;SS26;Blanc;XXL;2;SS26-8-XXL;100% coton
;T-shirt Logo Triple;SS26/9 L;T-shirt noir, triple logo Bisous rose script sur la poitrine gauche.;65;Bisous Skateboards;tee shirt;SS26;Noir;L;2;SS26-9-L;100% coton
;T-shirt Logo Triple;SS26/9 M;T-shirt noir, triple logo Bisous rose script sur la poitrine gauche.;65;Bisous Skateboards;tee shirt;SS26;Noir;M;2;SS26-9-M;100% coton
;T-shirt Logo Triple;SS26/9 S;T-shirt noir, triple logo Bisous rose script sur la poitrine gauche.;65;Bisous Skateboards;tee shirt;SS26;Noir;S;2;SS26-9-S;100% coton
;T-shirt Logo Triple;SS26/9 XL;T-shirt noir, triple logo Bisous rose script sur la poitrine gauche.;65;Bisous Skateboards;tee shirt;SS26;Noir;XL;2;SS26-9-XL;100% coton
;T-shirt Logo Triple;SS26/9 XS;T-shirt noir, triple logo Bisous rose script sur la poitrine gauche.;65;Bisous Skateboards;tee shirt;SS26;Noir;XS;2;SS26-9-XS;100% coton
